CustomerID,CustomerName,Segment,Region
CUST01293,Customer 1293,Corporate,Central
CUST01294,Customer 1294,Consumer,Central
CUST01295,Customer 1295,Consumer,North
CUST01296,Customer 1296,Consumer,West
CUST01297,Customer 1297,Consumer,West
CUST01298,Customer 1298,Consumer,East
CUST01299,Customer 1299,Corporate,South
CUST01300,Customer 1300,Consumer,Central
CUST01301,Customer 1301,Consumer,South
CUST01302,Customer 1302,Corporate,South
CUST01303,Customer 1303,Corporate,East
CUST01304,Customer 1304,Consumer,North
CUST01305,Customer 1305,SMB,West
CUST01306,Customer 1306,SMB,North
CUST01307,Customer 1307,Corporate,West
CUST01308,Customer 1308,Corporate,West
CUST01309,Customer 1309,Consumer,South
CUST01310,Customer 1310,SMB,West
CUST01311,Customer 1311,Consumer,North
CUST01312,Customer 1312,SMB,West
CUST01313,Customer 1313,Corporate,Central
CUST01314,Customer 1314,Consumer,North
CUST01315,Customer 1315,Consumer,West
CUST01316,Customer 1316,Corporate,East
CUST01317,Customer 1317,Corporate,East
CUST01318,Customer 1318,Consumer,West
CUST01319,Customer 1319,Corporate,South
CUST01320,Customer 1320,SMB,East
CUST01321,Customer 1321,Consumer,South
CUST01322,Customer 1322,Consumer,South
CUST01323,Customer 1323,Consumer,West
CUST01324,Customer 1324,Corporate,North
CUST01325,Customer 1325,Consumer,East
CUST01326,Customer 1326,SMB,North
CUST01327,Customer 1327,Consumer,West
CUST01328,Customer 1328,Corporate,East
CUST01329,Customer 1329,Consumer,South
CUST01330,Customer 1330,Consumer,South
CUST01331,Customer 1331,Corporate,South
CUST01332,Customer 1332,Consumer,Central
CUST01333,Customer 1333,Consumer,East
CUST01334,Customer 1334,SMB,South
CUST01335,Customer 1335,SMB,West
CUST01336,Customer 1336,SMB,South
CUST01337,Customer 1337,Consumer,South
CUST01338,Customer 1338,Corporate,South
CUST01339,Customer 1339,SMB,North
CUST01340,Customer 1340,Consumer,West
CUST01341,Customer 1341,Consumer,West
CUST01342,Customer 1342,SMB,Central
CUST01343,Customer 1343,Consumer,Central
CUST01344,Customer 1344,Corporate,South
CUST01345,Customer 1345,SMB,South
CUST01346,Customer 1346,Corporate,East
CUST01347,Customer 1347,Consumer,Central
CUST01348,Customer 1348,Consumer,West
CUST01349,Customer 1349,Consumer,South
CUST01350,Customer 1350,Consumer,West
CUST01351,Customer 1351,Corporate,West
CUST01352,Customer 1352,SMB,Central
CUST01353,Customer 1353,Consumer,West
CUST01354,Customer 1354,Consumer,South
CUST01355,Customer 1355,SMB,South
CUST01356,Customer 1356,Consumer,South
CUST01357,Customer 1357,Consumer,South
CUST01358,Customer 1358,Consumer,Central
CUST01359,Customer 1359,Corporate,East
CUST01360,Customer 1360,Consumer,South
CUST01361,Customer 1361,Corporate,South
CUST01362,Customer 1362,Consumer,East
CUST01363,Customer 1363,Corporate,East
CUST01364,Customer 1364,Consumer,North
CUST01365,Customer 1365,Consumer,West
CUST01366,Customer 1366,Consumer,South
CUST01367,Customer 1367,Consumer,South
CUST01368,Customer 1368,Consumer,South
CUST01369,Customer 1369,Consumer,East
CUST01370,Customer 1370,Consumer,West
CUST01371,Customer 1371,Consumer,Central
CUST01372,Customer 1372,SMB,North
CUST01373,Customer 1373,Consumer,Central
CUST01374,Customer 1374,SMB,West
CUST01375,Customer 1375,SMB,South
CUST01376,Customer 1376,Consumer,South
CUST01377,Customer 1377,Corporate,South
CUST01378,Customer 1378,SMB,West
CUST01379,Customer 1379,Corporate,South
CUST01380,Customer 1380,Consumer,South
CUST01381,Customer 1381,Consumer,West
CUST01382,Customer 1382,Consumer,West
CUST01383,Customer 1383,Consumer,East
CUST01384,Customer 1384,SMB,West
CUST01385,Customer 1385,SMB,North
CUST01386,Customer 1386,Consumer,West
CUST01387,Customer 1387,Corporate,South
CUST01388,Customer 1388,Consumer,North
CUST01389,Customer 1389,SMB,Central
CUST01390,Customer 1390,Consumer,South
CUST01391,Customer 1391,SMB,North
CUST01392,Customer 1392,SMB,East
CUST01393,Customer 1393,Consumer,South
CUST01394,Customer 1394,Consumer,North
CUST01395,Customer 1395,SMB,East
CUST01396,Customer 1396,Consumer,West
CUST01397,Customer 1397,Consumer,West
CUST01398,Customer 1398,SMB,North
CUST01399,Customer 1399,Corporate,East
CUST01400,Customer 1400,Consumer,West
CUST01401,Customer 1401,Consumer,North
CUST01402,Customer 1402,Consumer,South
CUST01403,Customer 1403,SMB,North
CUST01404,Customer 1404,Consumer,East
CUST01405,Customer 1405,Consumer,North
CUST01406,Customer 1406,Consumer,West
CUST01407,Customer 1407,SMB,Central
CUST01408,Customer 1408,Consumer,South
CUST01409,Customer 1409,SMB,East
CUST01410,Customer 1410,Corporate,South
CUST01411,Customer 1411,SMB,North
CUST01412,Customer 1412,SMB,West
CUST01413,Customer 1413,SMB,South
CUST01414,Customer 1414,SMB,Central
CUST01415,Customer 1415,Consumer,East
CUST01416,Customer 1416,Corporate,North
CUST01417,Customer 1417,Consumer,South
CUST01418,Customer 1418,Consumer,South
CUST01419,Customer 1419,SMB,West
CUST01420,Customer 1420,SMB,West
CUST01421,Customer 1421,Corporate,South
CUST01422,Customer 1422,Consumer,East
CUST01423,Customer 1423,Consumer,East
CUST01424,Customer 1424,Consumer,West
CUST01425,Customer 1425,Consumer,North
CUST01426,Customer 1426,Consumer,North
CUST01427,Customer 1427,Consumer,North
CUST01428,Customer 1428,Consumer,South
CUST01429,Customer 1429,Corporate,South
CUST01430,Customer 1430,Consumer,North
CUST01431,Customer 1431,SMB,South
CUST01432,Customer 1432,Corporate,South
CUST01433,Customer 1433,Consumer,North
CUST01434,Customer 1434,Consumer,Central
CUST01435,Customer 1435,Consumer,East
CUST01436,Customer 1436,SMB,South
CUST01437,Customer 1437,Consumer,East
CUST01438,Customer 1438,Consumer,South
CUST01439,Customer 1439,SMB,West
CUST01440,Customer 1440,SMB,East
CUST01441,Customer 1441,Consumer,South
CUST01442,Customer 1442,Consumer,Central
CUST01443,Customer 1443,Consumer,West
CUST01444,Customer 1444,Consumer,West
CUST01445,Customer 1445,Consumer,South
CUST01446,Customer 1446,Corporate,North
CUST01447,Customer 1447,SMB,West
CUST01448,Customer 1448,Consumer,South
CUST01449,Customer 1449,Corporate,West
CUST01450,Customer 1450,Consumer,West
CUST01451,Customer 1451,SMB,South
CUST01452,Customer 1452,Corporate,South
CUST01453,Customer 1453,SMB,South
CUST01454,Customer 1454,SMB,South
CUST01455,Customer 1455,Consumer,East
CUST01456,Customer 1456,Consumer,West
CUST01457,Customer 1457,Consumer,South
CUST01458,Customer 1458,Consumer,West
CUST01459,Customer 1459,SMB,East
CUST01460,Customer 1460,Consumer,West
CUST01461,Customer 1461,Corporate,South
CUST01462,Customer 1462,Consumer,West
CUST01463,Customer 1463,Consumer,West
CUST01464,Customer 1464,Consumer,South
CUST01465,Customer 1465,Corporate,East
CUST01466,Customer 1466,Corporate,West
CUST01467,Customer 1467,Consumer,South
CUST01468,Customer 1468,Consumer,West
CUST01469,Customer 1469,Corporate,Central
CUST01470,Customer 1470,Consumer,West
CUST01471,Customer 1471,SMB,South
CUST01472,Customer 1472,Consumer,East
CUST01473,Customer 1473,Consumer,Central
CUST01474,Customer 1474,Consumer,East
CUST01475,Customer 1475,Consumer,North
CUST01476,Customer 1476,Consumer,North
CUST01477,Customer 1477,Consumer,West
CUST01478,Customer 1478,SMB,South
CUST01479,Customer 1479,Consumer,South
CUST01480,Customer 1480,Consumer,South
CUST01481,Customer 1481,Consumer,West
CUST01482,Customer 1482,Consumer,South
CUST01483,Customer 1483,Corporate,West
CUST01484,Customer 1484,Consumer,West
CUST01485,Customer 1485,Corporate,Central
CUST01486,Customer 1486,Consumer,Central
CUST01487,Customer 1487,SMB,South
CUST01488,Customer 1488,Consumer,East
CUST01489,Customer 1489,SMB,North
CUST01490,Customer 1490,Consumer,Central
CUST01491,Customer 1491,Consumer,South
CUST01492,Customer 1492,SMB,East
CUST01493,Customer 1493,Corporate,West
CUST01494,Customer 1494,Corporate,North
CUST01495,Customer 1495,Consumer,West
CUST01496,Customer 1496,Corporate,North
CUST01497,Customer 1497,SMB,South
CUST01498,Customer 1498,Corporate,South
CUST01499,Customer 1499,Consumer,South
CUST01500,Customer 1500,Corporate,East
CUST01501,Customer 1501,Corporate,Central
CUST01502,Customer 1502,SMB,South
CUST01503,Customer 1503,Consumer,East
CUST01504,Customer 1504,Consumer,West
CUST01505,Customer 1505,SMB,West
CUST01506,Customer 1506,Consumer,North
CUST01507,Customer 1507,Corporate,Central
CUST01508,Customer 1508,Consumer,North
CUST01509,Customer 1509,Consumer,East
CUST01510,Customer 1510,Corporate,East
CUST01511,Customer 1511,Consumer,West
CUST01512,Customer 1512,Consumer,North
CUST01513,Customer 1513,Corporate,North
CUST01514,Customer 1514,Corporate,West
CUST01515,Customer 1515,SMB,North
CUST01516,Customer 1516,Consumer,South
CUST01517,Customer 1517,Consumer,West
CUST01518,Customer 1518,SMB,East
CUST01519,Customer 1519,Consumer,South
CUST01520,Customer 1520,Consumer,South
CUST01521,Customer 1521,Consumer,Central
CUST01522,Customer 1522,Consumer,South
CUST01523,Customer 1523,SMB,North
CUST01524,Customer 1524,Corporate,South
CUST01525,Customer 1525,Corporate,South
CUST01526,Customer 1526,Consumer,Central
CUST01527,Customer 1527,Consumer,South
CUST01528,Customer 1528,Consumer,North
CUST01529,Customer 1529,Consumer,East
CUST01530,Customer 1530,Consumer,North
CUST01531,Customer 1531,Consumer,South
CUST01532,Customer 1532,Consumer,Central
CUST01533,Customer 1533,Corporate,West
CUST01534,Customer 1534,Corporate,North
CUST01535,Customer 1535,Consumer,South
CUST01536,Customer 1536,Consumer,North
CUST01537,Customer 1537,Corporate,North
CUST01538,Customer 1538,Corporate,East
CUST01539,Customer 1539,SMB,East
CUST01540,Customer 1540,Consumer,West
CUST01541,Customer 1541,SMB,Central
CUST01542,Customer 1542,Consumer,South
CUST01543,Customer 1543,Consumer,Central
CUST01544,Customer 1544,Consumer,East
CUST01545,Customer 1545,Consumer,South
CUST01546,Customer 1546,Consumer,West
CUST01547,Customer 1547,Consumer,North
CUST01548,Customer 1548,Corporate,East
CUST01549,Customer 1549,Consumer,West
CUST01550,Customer 1550,Consumer,South
CUST01551,Customer 1551,Consumer,West
CUST01552,Customer 1552,Consumer,South
CUST01553,Customer 1553,Consumer,West
CUST01554,Customer 1554,Consumer,North
CUST01555,Customer 1555,Consumer,North
CUST01556,Customer 1556,Corporate,South
CUST01557,Customer 1557,SMB,West
CUST01558,Customer 1558,Consumer,North
CUST01559,Customer 1559,Corporate,West
CUST01560,Customer 1560,SMB,South
CUST01561,Customer 1561,SMB,South
CUST01562,Customer 1562,Corporate,South
CUST01563,Customer 1563,SMB,North
CUST01564,Customer 1564,SMB,Central
CUST01565,Customer 1565,Corporate,South
CUST01566,Customer 1566,Consumer,West
CUST01567,Customer 1567,Consumer,East
CUST01568,Customer 1568,Consumer,East
CUST01569,Customer 1569,Consumer,East
CUST01570,Customer 1570,Consumer,Central
CUST01571,Customer 1571,Consumer,West
CUST01572,Customer 1572,Corporate,East
CUST01573,Customer 1573,Corporate,East
CUST01574,Customer 1574,SMB,East
CUST01575,Customer 1575,Consumer,South
CUST01576,Customer 1576,Consumer,East
CUST01577,Customer 1577,Corporate,South
CUST01578,Customer 1578,SMB,West
CUST01579,Customer 1579,SMB,Central
CUST01580,Customer 1580,SMB,Central
CUST01581,Customer 1581,SMB,West
CUST01582,Customer 1582,Consumer,East
CUST01583,Customer 1583,Consumer,West
CUST01584,Customer 1584,Consumer,North
CUST01585,Customer 1585,Corporate,South
CUST01586,Customer 1586,SMB,South
CUST01587,Customer 1587,Consumer,North
CUST01588,Customer 1588,Corporate,Central
CUST01589,Customer 1589,Consumer,West
CUST01590,Customer 1590,Consumer,East
CUST01591,Customer 1591,Consumer,South
CUST01592,Customer 1592,Consumer,West
CUST01593,Customer 1593,SMB,South
CUST01594,Customer 1594,Consumer,West
CUST01595,Customer 1595,SMB,Central
CUST01596,Customer 1596,Corporate,South
CUST01597,Customer 1597,Consumer,South
CUST01598,Customer 1598,Consumer,South
CUST01599,Customer 1599,SMB,North
CUST01600,Customer 1600,Consumer,South
CUST01601,Customer 1601,SMB,North
CUST01602,Customer 1602,Consumer,North
CUST01603,Customer 1603,Corporate,South
CUST01604,Customer 1604,SMB,North
CUST01605,Customer 1605,Consumer,West
CUST01606,Customer 1606,Consumer,North
CUST01607,Customer 1607,SMB,West
CUST01608,Customer 1608,Consumer,South
CUST01609,Customer 1609,Consumer,North
CUST01610,Customer 1610,Consumer,North
CUST01611,Customer 1611,Consumer,West
CUST01612,Customer 1612,Corporate,South
CUST01613,Customer 1613,Corporate,East
CUST01614,Customer 1614,Consumer,North
CUST01615,Customer 1615,SMB,Central
CUST01616,Customer 1616,Consumer,North
CUST01617,Customer 1617,Consumer,South
CUST01618,Customer 1618,Corporate,West
CUST01619,Customer 1619,SMB,South
CUST01620,Customer 1620,Consumer,South
CUST01621,Customer 1621,Consumer,West
CUST01622,Customer 1622,Consumer,South
CUST01623,Customer 1623,SMB,North
CUST01624,Customer 1624,Consumer,South
CUST01625,Customer 1625,Consumer,North
CUST01626,Customer 1626,Corporate,Central
CUST01627,Customer 1627,Consumer,East
CUST01628,Customer 1628,Consumer,East
CUST01629,Customer 1629,Consumer,South
CUST01630,Customer 1630,Consumer,West
CUST01631,Customer 1631,Consumer,East
CUST01632,Customer 1632,SMB,North
CUST01633,Customer 1633,Corporate,Central
CUST01634,Customer 1634,Corporate,East
CUST01635,Customer 1635,SMB,West
CUST01636,Customer 1636,Consumer,South
CUST01637,Customer 1637,Consumer,North
CUST01638,Customer 1638,SMB,West
CUST01639,Customer 1639,Consumer,West
CUST01640,Customer 1640,Corporate,South
CUST01641,Customer 1641,Corporate,North
CUST01642,Customer 1642,Consumer,West
CUST01643,Customer 1643,Consumer,South
CUST01644,Customer 1644,Consumer,South
CUST01645,Customer 1645,Consumer,East
CUST01646,Customer 1646,Consumer,North
CUST01647,Customer 1647,Consumer,North
CUST01648,Customer 1648,Corporate,North
CUST01649,Customer 1649,SMB,Central
CUST01650,Customer 1650,SMB,South
CUST01651,Customer 1651,Consumer,East
CUST01652,Customer 1652,Consumer,Central
CUST01653,Customer 1653,Consumer,East
CUST01654,Customer 1654,Consumer,East
CUST01655,Customer 1655,SMB,East
CUST01656,Customer 1656,Consumer,South
CUST01657,Customer 1657,Consumer,East
CUST01658,Customer 1658,SMB,Central
CUST01659,Customer 1659,Consumer,West
CUST01660,Customer 1660,Consumer,South
CUST01661,Customer 1661,Consumer,South
CUST01662,Customer 1662,Corporate,Central
CUST01663,Customer 1663,Corporate,North
CUST01664,Customer 1664,Consumer,West
CUST01665,Customer 1665,SMB,South
CUST01666,Customer 1666,SMB,West
CUST01667,Customer 1667,SMB,West
CUST01668,Customer 1668,Consumer,South
CUST01669,Customer 1669,Consumer,North
CUST01670,Customer 1670,SMB,West
CUST01671,Customer 1671,Consumer,South
CUST01672,Customer 1672,Corporate,South
CUST01673,Customer 1673,Corporate,East
CUST01674,Customer 1674,Consumer,South
CUST01675,Customer 1675,Corporate,West
CUST01676,Customer 1676,SMB,North
CUST01677,Customer 1677,Corporate,South
CUST01678,Customer 1678,Consumer,Central
CUST01679,Customer 1679,SMB,North
CUST01680,Customer 1680,Consumer,South
CUST01681,Customer 1681,Corporate,East
CUST01682,Customer 1682,SMB,Central
CUST01683,Customer 1683,Corporate,East
CUST01684,Customer 1684,Consumer,West
CUST01685,Customer 1685,Consumer,South
CUST01686,Customer 1686,Consumer,South
CUST01687,Customer 1687,Consumer,Central
CUST01688,Customer 1688,Consumer,Central
CUST01689,Customer 1689,Corporate,East
CUST01690,Customer 1690,Consumer,South
CUST01691,Customer 1691,Corporate,South
CUST01692,Customer 1692,SMB,North
CUST01693,Customer 1693,Consumer,Central
CUST01694,Customer 1694,Corporate,West
CUST01695,Customer 1695,Corporate,South
CUST01696,Customer 1696,Consumer,South
CUST01697,Customer 1697,Consumer,South
CUST01698,Customer 1698,Corporate,North
CUST01699,Customer 1699,SMB,West
CUST01700,Customer 1700,Corporate,East
CUST01701,Customer 1701,SMB,South
CUST01702,Customer 1702,SMB,East
CUST01703,Customer 1703,Consumer,Central
CUST01704,Customer 1704,Corporate,North
CUST01705,Customer 1705,Consumer,South
CUST01706,Customer 1706,SMB,South
CUST01707,Customer 1707,Consumer,North
CUST01708,Customer 1708,Consumer,East
CUST01709,Customer 1709,SMB,East
CUST01710,Customer 1710,Consumer,North
CUST01711,Customer 1711,Corporate,North
CUST01712,Customer 1712,Consumer,West
CUST01713,Customer 1713,SMB,South
CUST01714,Customer 1714,SMB,East
CUST01715,Customer 1715,Consumer,East
CUST01716,Customer 1716,Corporate,West
CUST01717,Customer 1717,Consumer,West
CUST01718,Customer 1718,Corporate,West
CUST01719,Customer 1719,Corporate,East
CUST01720,Customer 1720,SMB,South
CUST01721,Customer 1721,Consumer,South
CUST01722,Customer 1722,Consumer,South
CUST01723,Customer 1723,Corporate,South
CUST01724,Customer 1724,Corporate,North
CUST01725,Customer 1725,Consumer,South
CUST01726,Customer 1726,Consumer,South
CUST01727,Customer 1727,Consumer,North
CUST01728,Customer 1728,SMB,South
CUST01729,Customer 1729,Consumer,West
CUST01730,Customer 1730,Consumer,East
CUST01731,Customer 1731,SMB,West
CUST01732,Customer 1732,Consumer,East
CUST01733,Customer 1733,Corporate,West
CUST01734,Customer 1734,Consumer,West
CUST01735,Customer 1735,SMB,North
CUST01736,Customer 1736,Corporate,Central
CUST01737,Customer 1737,SMB,North
CUST01738,Customer 1738,Consumer,East
CUST01739,Customer 1739,Consumer,West
CUST01740,Customer 1740,Corporate,South
CUST01741,Customer 1741,Consumer,East
CUST01742,Customer 1742,Consumer,South
CUST01743,Customer 1743,Consumer,North
CUST01744,Customer 1744,SMB,North
CUST01745,Customer 1745,Corporate,North
CUST01746,Customer 1746,Corporate,North
CUST01747,Customer 1747,Corporate,East
CUST01748,Customer 1748,Consumer,East
CUST01749,Customer 1749,Consumer,South
CUST01750,Customer 1750,Consumer,West
CUST01751,Customer 1751,Corporate,North
CUST01752,Customer 1752,Consumer,South
CUST01753,Customer 1753,SMB,West
CUST01754,Customer 1754,SMB,Central
CUST01755,Customer 1755,Consumer,South
CUST01756,Customer 1756,Corporate,North
CUST01757,Customer 1757,Consumer,West
CUST01758,Customer 1758,SMB,Central
CUST01759,Customer 1759,SMB,South
CUST01760,Customer 1760,SMB,South
CUST01761,Customer 1761,Consumer,North
CUST01762,Customer 1762,Consumer,East
CUST01763,Customer 1763,Consumer,Central
CUST01764,Customer 1764,Consumer,East
CUST01765,Customer 1765,Consumer,South
CUST01766,Customer 1766,Consumer,East
CUST01767,Customer 1767,SMB,West
CUST01768,Customer 1768,Consumer,South
CUST01769,Customer 1769,Consumer,West
CUST01770,Customer 1770,SMB,South
CUST01771,Customer 1771,Corporate,South
CUST01772,Customer 1772,Corporate,East
CUST01773,Customer 1773,Corporate,South
CUST01774,Customer 1774,SMB,Central
CUST01775,Customer 1775,Corporate,East
CUST01776,Customer 1776,Consumer,South
CUST01777,Customer 1777,Corporate,South
CUST01778,Customer 1778,Consumer,East
CUST01779,Customer 1779,Consumer,South
CUST01780,Customer 1780,Consumer,West
CUST01781,Customer 1781,Consumer,South
CUST01782,Customer 1782,Corporate,South
CUST01783,Customer 1783,Consumer,East
CUST01784,Customer 1784,Consumer,North
CUST01785,Customer 1785,Consumer,East
CUST01786,Customer 1786,SMB,East
CUST01787,Customer 1787,Consumer,South
CUST01788,Customer 1788,Corporate,West
CUST01789,Customer 1789,SMB,West
CUST01790,Customer 1790,Consumer,West
CUST01791,Customer 1791,Corporate,South
CUST01792,Customer 1792,Consumer,South
CUST01793,Customer 1793,Consumer,West
CUST01794,Customer 1794,Corporate,East
CUST01795,Customer 1795,SMB,East
CUST01796,Customer 1796,Consumer,East
CUST01797,Customer 1797,Corporate,West
CUST01798,Customer 1798,Consumer,North
CUST01799,Customer 1799,Corporate,East
CUST01800,Customer 1800,Corporate,North
CUST01801,Customer 1801,Corporate,South
CUST01802,Customer 1802,Corporate,East
CUST01803,Customer 1803,Consumer,South
CUST01804,Customer 1804,Corporate,South
CUST01805,Customer 1805,Corporate,Central
CUST01806,Customer 1806,Corporate,West
CUST01807,Customer 1807,Consumer,East
CUST01808,Customer 1808,Consumer,Central
CUST01809,Customer 1809,Consumer,South
CUST01810,Customer 1810,Consumer,West
CUST01811,Customer 1811,Consumer,North
CUST01812,Customer 1812,Consumer,South
CUST01813,Customer 1813,Corporate,South
CUST01814,Customer 1814,Consumer,North
CUST01815,Customer 1815,SMB,East
CUST01816,Customer 1816,Consumer,North
CUST01817,Customer 1817,Corporate,East
CUST01818,Customer 1818,Consumer,North
CUST01819,Customer 1819,Consumer,North
CUST01820,Customer 1820,Corporate,Central
CUST01821,Customer 1821,SMB,East
CUST01822,Customer 1822,Consumer,Central
CUST01823,Customer 1823,Consumer,South
CUST01824,Customer 1824,Corporate,North
CUST01825,Customer 1825,Corporate,East
CUST01826,Customer 1826,Consumer,East
CUST01827,Customer 1827,Consumer,North
CUST01828,Customer 1828,Consumer,West
CUST01829,Customer 1829,SMB,East
CUST01830,Customer 1830,Consumer,West
CUST01831,Customer 1831,Consumer,South
CUST01832,Customer 1832,SMB,East
CUST01833,Customer 1833,Consumer,South
CUST01834,Customer 1834,Consumer,Central
CUST01835,Customer 1835,Consumer,South
CUST01836,Customer 1836,Consumer,North
CUST01837,Customer 1837,Consumer,North
CUST01838,Customer 1838,Consumer,East
CUST01839,Customer 1839,Corporate,Central
CUST01840,Customer 1840,Corporate,Central
CUST01841,Customer 1841,Consumer,West
CUST01842,Customer 1842,Corporate,Central
CUST01843,Customer 1843,Consumer,West
CUST01844,Customer 1844,SMB,South
CUST01845,Customer 1845,Consumer,East
CUST01846,Customer 1846,Corporate,North
CUST01847,Customer 1847,Consumer,South
CUST01848,Customer 1848,Corporate,South
CUST01849,Customer 1849,Consumer,South
CUST01850,Customer 1850,Corporate,Central
CUST01851,Customer 1851,Consumer,Central
CUST01852,Customer 1852,SMB,South
CUST01853,Customer 1853,Consumer,West
CUST01854,Customer 1854,Corporate,South
CUST01855,Customer 1855,SMB,North
CUST01856,Customer 1856,SMB,South
CUST01857,Customer 1857,Consumer,South
CUST01858,Customer 1858,Consumer,South
CUST01859,Customer 1859,Consumer,South
CUST01860,Customer 1860,Consumer,North
CUST01861,Customer 1861,Corporate,South
CUST01862,Customer 1862,SMB,Central
CUST01863,Customer 1863,SMB,North
CUST01864,Customer 1864,Consumer,South
CUST01865,Customer 1865,Corporate,East
CUST01866,Customer 1866,SMB,South
CUST01867,Customer 1867,SMB,East
CUST01868,Customer 1868,Consumer,North
CUST01869,Customer 1869,Consumer,East
CUST01870,Customer 1870,SMB,East
CUST01871,Customer 1871,Consumer,West
CUST01872,Customer 1872,Consumer,East
CUST01873,Customer 1873,SMB,South
CUST01874,Customer 1874,SMB,South
CUST01875,Customer 1875,SMB,South
CUST01876,Customer 1876,Corporate,East
CUST01877,Customer 1877,Consumer,North
CUST01878,Customer 1878,Consumer,South
CUST01879,Customer 1879,Consumer,East
CUST01880,Customer 1880,Corporate,North
CUST01881,Customer 1881,Consumer,North
CUST01882,Customer 1882,Corporate,East
CUST01883,Customer 1883,Consumer,South
CUST01884,Customer 1884,Corporate,West
CUST01885,Customer 1885,Consumer,Central
CUST01886,Customer 1886,Consumer,Central
CUST01887,Customer 1887,Consumer,South
CUST01888,Customer 1888,Consumer,South
CUST01889,Customer 1889,SMB,East
CUST01890,Customer 1890,Consumer,East
CUST01891,Customer 1891,Consumer,East
CUST01892,Customer 1892,Corporate,South
CUST01893,Customer 1893,Corporate,North
CUST01894,Customer 1894,Consumer,South
CUST01895,Customer 1895,Consumer,North
CUST01896,Customer 1896,Consumer,North
CUST01897,Customer 1897,Corporate,Central
CUST01898,Customer 1898,Consumer,North
CUST01899,Customer 1899,Consumer,East
CUST01900,Customer 1900,Consumer,Central
CUST01901,Customer 1901,Corporate,South
CUST01902,Customer 1902,Consumer,East
CUST01903,Customer 1903,SMB,West
CUST01904,Customer 1904,Consumer,South
CUST01905,Customer 1905,Corporate,South
CUST01906,Customer 1906,Consumer,West
CUST01907,Customer 1907,Consumer,West
CUST01908,Customer 1908,Consumer,West
CUST01909,Customer 1909,SMB,Central
CUST01910,Customer 1910,SMB,South
CUST01911,Customer 1911,Consumer,West
CUST01912,Customer 1912,Consumer,East
CUST01913,Customer 1913,SMB,East
CUST01914,Customer 1914,Consumer,West
CUST01915,Customer 1915,Consumer,West
CUST01916,Customer 1916,Consumer,Central
CUST01917,Customer 1917,Corporate,South
CUST01918,Customer 1918,Corporate,East
CUST01919,Customer 1919,Corporate,South
CUST01920,Customer 1920,SMB,East
CUST01921,Customer 1921,Consumer,West
CUST01922,Customer 1922,Consumer,West
CUST01923,Customer 1923,Consumer,South
CUST01924,Customer 1924,Consumer,East
CUST01925,Customer 1925,Consumer,South
CUST01926,Customer 1926,Consumer,North
CUST01927,Customer 1927,Consumer,South
CUST01928,Customer 1928,Corporate,Central
CUST01929,Customer 1929,Consumer,South
CUST01930,Customer 1930,Consumer,Central
CUST01931,Customer 1931,Corporate,South
CUST01932,Customer 1932,Corporate,West
CUST01933,Customer 1933,Corporate,East
CUST01934,Customer 1934,SMB,West
CUST01935,Customer 1935,Corporate,East
CUST01936,Customer 1936,Consumer,West
CUST01937,Customer 1937,Consumer,Central
CUST01938,Customer 1938,Corporate,East
CUST01939,Customer 1939,Consumer,North
CUST01940,Customer 1940,Consumer,South
CUST01941,Customer 1941,Consumer,West
CUST01942,Customer 1942,Consumer,South
CUST01943,Customer 1943,Consumer,East
CUST01944,Customer 1944,Consumer,East
CUST01945,Customer 1945,SMB,South
CUST01946,Customer 1946,SMB,West
CUST01947,Customer 1947,Consumer,West
CUST01948,Customer 1948,SMB,West
CUST01949,Customer 1949,Consumer,West
CUST01950,Customer 1950,SMB,Central
CUST01951,Customer 1951,SMB,East
CUST01952,Customer 1952,Consumer,Central
CUST01953,Customer 1953,Corporate,North
CUST01954,Customer 1954,SMB,East
CUST01955,Customer 1955,SMB,West
CUST01956,Customer 1956,SMB,South
CUST01957,Customer 1957,Corporate,South
CUST01958,Customer 1958,Consumer,East
CUST01959,Customer 1959,SMB,South
CUST01960,Customer 1960,Corporate,Central
CUST01961,Customer 1961,Corporate,South
CUST01962,Customer 1962,Consumer,North
CUST01963,Customer 1963,Corporate,East
CUST01964,Customer 1964,Consumer,South
CUST01965,Customer 1965,Corporate,North
CUST01966,Customer 1966,Consumer,East
CUST01967,Customer 1967,Corporate,East
CUST01968,Customer 1968,SMB,North
CUST01969,Customer 1969,Consumer,East
CUST01970,Customer 1970,Consumer,East
CUST01971,Customer 1971,Consumer,West
CUST01972,Customer 1972,SMB,South
CUST01973,Customer 1973,Corporate,South
CUST01974,Customer 1974,Consumer,Central
CUST01975,Customer 1975,Consumer,East
CUST01976,Customer 1976,Consumer,North
CUST01977,Customer 1977,Consumer,West
CUST01978,Customer 1978,SMB,North
CUST01979,Customer 1979,Corporate,West
CUST01980,Customer 1980,Consumer,West
CUST01981,Customer 1981,SMB,Central
CUST01982,Customer 1982,Consumer,Central
CUST01983,Customer 1983,SMB,South
CUST01984,Customer 1984,Consumer,West
CUST01985,Customer 1985,Corporate,South
CUST01986,Customer 1986,SMB,East
CUST01987,Customer 1987,Consumer,East
CUST01988,Customer 1988,Corporate,North
CUST01989,Customer 1989,SMB,North
CUST01990,Customer 1990,Consumer,North
CUST01991,Customer 1991,Consumer,North
CUST01992,Customer 1992,Corporate,South
CUST01993,Customer 1993,Consumer,Central
CUST01994,Customer 1994,Consumer,East
