OrderID,OrderDate,CustomerID,ProductID,Quantity,DiscountPct,UnitPrice,Region
ORD010109,2023-09-18,CUST03497,PROD0144,3,0.0408,1121.79,North
ORD010110,2025-07-12,CUST02016,PROD0194,1,0.2132,422.43,Central
ORD010111,2024-06-21,CUST03472,PROD0166,1,0.2377,1041.77,West
ORD010112,2023-04-05,CUST04190,PROD0161,12,0.0781,219.44,East
ORD010113,2025-02-11,CUST00234,PROD0058,5,0.2207,153.59,South
ORD010114,2023-08-20,CUST00990,PROD0390,1,0.0911,140.46,South
ORD010115,2023-06-01,CUST04979,PROD0374,12,0.0652,572.58,North
ORD010116,2024-08-05,CUST04916,PROD0369,2,,1179.73,South
ORD010117,2025-05-11,CUST03530,PROD0025,10,0.1173,1200.06,South
ORD010118,2023-10-10,CUST03651,PROD0376,9,0.0687,688.14,South
ORD010119,2024-11-13,CUST04547,PROD0225,1,0.058,1192.09,East
ORD010120,2023-01-16,CUST00070,PROD0030,9,0.1228,1022.81,East
ORD010121,2023-07-22,CUST02627,PROD0082,3,0.1792,755.42,Central
ORD010122,2025-04-07,CUST00862,PROD0324,14,0.0701,847.04,North
ORD010123,2023-01-15,CUST04768,PROD0440,-11,0.1127,1707.49,East
ORD010124,2024-01-28,CUST00512,PROD0118,9,0.2166,992.9,East
ORD010125,2024-07-10,CUST00603,PROD0222,1,0.0322,523.17,Central
ORD010126,2023-03-14,CUST02958,PROD0482,10,0.2353,504.98,South
ORD010127,2025-12-08,CUST01633,PROD0132,2,0.1528,449.98,Central
ORD010128,2024-07-11,CUST04170,PROD0270,1,0.0016,1033.62,South
ORD010129,2024-01-07,CUST01486,PROD0393,13,0.1363,1511.42,Central
ORD010130,2025-12-07,CUST03927,PROD0445,5,0.1738,1283.45,West
ORD010131,2024-09-04,CUST01961,PROD0447,8,0.1149,1731.64,South
ORD010132,2025-01-13,CUST02892,PROD0292,-9,0.0715,1182.19,Central
ORD010133,2023-04-10,CUST04870,PROD0153,4,0.2018,1090.21,Central
ORD010134,2023-06-24,CUST03086,PROD0157,7,0.2202,1351.12,West
ORD010135,2023-02-19,CUST00938,PROD0320,8,0.2413,512.95,South
ORD010136,2024-07-17,CUST04716,PROD0451,2,0.0345,756.38,South
ORD010137,2025-07-05,CUST04697,PROD0478,4,0.2282,472.93,South
ORD010138,2025-09-15,CUST02263,PROD0238,3,0.1232,740.05,East
ORD010139,2024-09-21,CUST01905,PROD0348,13,0.0205,113.56,South
ORD010140,2023-03-01,CUST03753,PROD0003,6,0.075,390.14,West
ORD010141,2024-11-17,CUST02756,PROD0327,2,0.1246,1209.16,Central
ORD010142,2024-11-30,CUST00486,PROD0192,8,0.0949,652.12,Central
ORD010143,2024-10-16,CUST01643,PROD0408,11,0.0237,96.79,South
ORD010144,2025-03-01,CUST00423,PROD0476,2,0.2136,356.63,West
ORD010145,2024-09-02,CUST01469,PROD0370,4,0.1065,1773.37,Central
ORD010146,2025-02-10,CUST00859,PROD0015,3,0.182,1807.37,East
ORD010147,2024-06-17,CUST04915,PROD0407,5,0.2349,1178.13,South
ORD010148,2023-06-14,CUST04790,PROD0082,14,0.0061,755.42,Central
ORD010149,2023-03-29,CUST00109,PROD0183,1,0.168,1360.66,East
ORD010150,2025-09-21,CUST03799,PROD0065,3,0.2398,848.58,North
ORD010151,2024-04-28,CUST04071,PROD0332,14,0.1991,164.49,South
ORD010152,2023-12-20,CUST04558,PROD0306,8,0.0423,976.07,East
ORD010153,2023-11-18,CUST04429,PROD0010,6,0.0038,1489.3,West
ORD010154,2023-02-26,CUST01700,PROD0403,1,0.1217,543.89,East
ORD010155,2025-11-01,CUST02419,PROD0391,14,0.2411,456.59,South
ORD010156,2023-04-02,CUST00838,PROD0004,1,0.145,1237.5,East
ORD010157,2023-08-29,CUST04328,PROD0260,9,0.0566,1226.46,North
ORD010158,2024-05-16,CUST00300,PROD0414,9,0.0044,1068.19,North
ORD010159,2024-01-28,CUST02513,PROD0495,9,0.1982,1467.91,North
ORD010160,2023-02-13,CUST02190,PROD0072,12,0.1058,656.86,East
ORD010161,2023-12-27,CUST01688,PROD0180,5,0.1939,742.94,Central
ORD010162,2025-05-04,CUST04860,PROD0184,3,0.1304,1593.94,East
ORD010163,2023-10-02,CUST02376,PROD0234,3,0.189,1804.08,North
ORD010164,2025-08-06,CUST00211,PROD0370,5,0.0739,1773.37,South
ORD010165,2024-01-30,CUST04237,PROD0429,5,0.2055,1070.27,South
ORD010166,2023-01-15,CUST04636,PROD0466,10,0.1035,299.08,North
ORD010167,2023-04-30,CUST01749,PROD0067,6,0.1296,399.68,South
ORD010168,2025-06-06,CUST01381,PROD0483,2,0.0533,232.35,West
ORD010169,2024-03-20,CUST03515,PROD0400,1,0.0841,282.27,South
ORD010170,2025-12-11,CUST00287,PROD0119,2,0.2384,1445.64,West
ORD010171,2025-05-14,CUST03277,PROD0035,11,0.0239,362.42,South
ORD010172,2023-02-03,CUST00865,PROD0496,12,0.1791,,East
ORD010173,2023-12-09,CUST01086,PROD0207,7,0.0253,1530.88,West
ORD010174,2025-03-05,CUST00495,PROD0406,13,0.2062,159.52,West
ORD010175,2023-03-11,CUST03189,PROD0361,9,0.2449,765.36,East
ORD010176,2025-12-31,CUST03400,PROD0247,3,0.1246,689.22,West
ORD010177,2023-07-02,CUST02323,PROD0128,5,0.213,138.58,South
ORD010178,2025-05-23,CUST04779,PROD0316,10,0.0647,148.47,West
ORD010179,2025-07-10,CUST00376,PROD0315,1,0.1659,171.72,West
ORD010180,2024-07-07,CUST04943,PROD0312,9,0.0349,981.72,West
ORD010181,2025-05-30,CUST04043,PROD0325,9,0.0603,393.37,South
ORD010182,2025-08-27,CUST00355,PROD0445,12,0.0041,1283.45,Central
ORD010183,2025-03-15,CUST02150,PROD0144,13,0.117,1121.79,East
ORD010184,2025-02-14,CUST02736,PROD0199,7,0.1549,1119.33,South
ORD010185,2024-03-01,CUST03049,PROD0130,7,0.2373,1124.81,East
ORD010186,2023-11-17,CUST02174,PROD0424,8,0.1747,487.31,East
ORD010187,2025-08-09,CUST01509,PROD0403,7,0.2497,543.89,East
ORD010188,2023-09-03,CUST01398,PROD0394,4,0.0078,727.08,North
ORD010189,2024-03-30,CUST02983,PROD0352,-10,0.0972,661.69,Central
ORD010190,2024-07-15,CUST02693,PROD0074,11,0.0018,600.25,South
ORD010191,2024-03-04,CUST01923,PROD0475,1,0.1231,732.5,South
ORD010192,2024-02-13,CUST01228,PROD0240,14,0.2296,,South
ORD010193,2024-10-18,CUST02550,PROD0421,5,0.1809,954.72,North
ORD010194,2023-12-28,CUST01200,PROD0417,5,0.0071,805.93,Central
ORD010195,2025-12-19,CUST02122,PROD0217,14,0.193,997.37,North
ORD010196,2023-07-15,CUST04777,PROD0485,2,0.0017,988.24,North
ORD010197,2024-03-02,CUST03716,PROD0393,9,0.1886,1511.42,North
ORD010198,2025-07-15,CUST03744,PROD0042,7,0.1875,698.42,West
ORD010199,2024-06-05,CUST00270,PROD0340,12,0.041,966.05,South
ORD010200,2025-02-11,CUST03829,PROD0488,1,0.0251,1867.36,North
ORD010201,2024-12-10,CUST03151,PROD0319,6,0.011,511.11,East
ORD010202,2023-12-30,CUST02556,PROD0438,10,0.1724,843.13,Central
ORD010203,2025-03-26,CUST01366,PROD0461,6,0.1067,391.09,South
ORD010204,2023-09-18,CUST02126,PROD0342,9,0.1678,833.89,Central
ORD010205,2025-04-01,CUST01828,PROD0160,13,0.1494,677.6,  west  
ORD010206,2023-05-21,CUST01915,PROD0187,4,0.0875,1611.53,West
ORD010207,2025-01-30,CUST04063,PROD0411,13,0.1179,909.62,South
ORD010208,2023-05-04,CUST00684,PROD0446,11,0.0996,1102.86,East
ORD010209,2025-08-10,CUST03158,PROD0258,4,0.2046,724.97,South
ORD010210,2024-11-16,CUST04865,PROD0136,11,0.221,217.74,North
ORD010211,2023-02-14,CUST00876,PROD0057,12,0.1539,551.2,South
ORD010212,2023-04-30,CUST03378,PROD0055,7,0.1229,1088.34,West
ORD010213,2023-07-25,CUST00534,PROD0157,10,0.0434,1351.12,South
ORD010214,2025-11-18,CUST02539,PROD0003,7,0.1272,390.14,North
ORD010215,2024-10-08,CUST01635,PROD0431,2,0.2202,360.08,West
ORD010216,2023-11-02,CUST03150,PROD0204,9,0.2058,874.25,North
ORD010217,2023-10-31,CUST03764,PROD0209,3,0.1911,1203.05,East
ORD010218,2023-01-29,CUST04986,PROD0303,14,0.0389,1191.43,Central
ORD010219,2023-08-11,CUST00472,PROD0357,8,0.1273,1015.14,North
ORD010220,2025-07-26,CUST01252,PROD0111,2,0.0936,348.81,South
ORD010221,2024-10-18,CUST03523,PROD0038,9,0.0115,1189.78,Central
ORD010222,2024-02-07,CUST04394,PROD0026,12,0.2061,797.05,South
ORD010223,2023-01-24,CUST01916,PROD0178,12,0.008,1312.82,Central
ORD010224,2024-01-11,CUST00503,PROD0015,5,0.0319,1807.37,North
ORD010225,2024-02-24,CUST00456,PROD0375,8,0.0551,1173.68,East
ORD010226,2023-05-11,CUST00028,PROD0364,8,0.0803,337.33,South
ORD010227,2024-10-27,CUST00402,PROD0367,5,0.2192,96.91,South
ORD010228,2024-12-24,CUST04561,PROD0194,6,0.0544,422.43,East
ORD010229,2025-12-30,CUST04987,PROD0209,5,0.1422,1203.05,West
ORD010230,2024-01-29,CUST00433,PROD0318,1,0.0665,840.04,East
ORD010231,2023-10-30,CUST04998,PROD0248,3,0.0501,1301.77,North
ORD010232,2025-06-21,CUST03432,PROD0160,6,0.1757,677.6,North
ORD010233,2024-01-20,CUST02743,PROD0133,13,0.0551,1268.12,West
ORD010234,2024-11-22,CUST02394,PROD0077,14,0.0582,937.25,West
ORD010235,2025-03-19,CUST01277,PROD0064,9,0.1533,311.22,South
ORD010236,2025-08-22,CUST02055,PROD0043,4,0.1673,347.09,North
ORD010237,2023-12-16,CUST04875,PROD0017,10,0.0438,161.75,South
ORD010238,2024-11-13,CUST04950,PROD0001,11,0.164,713.9,East
ORD010239,2023-05-24,CUST03265,PROD0403,2,0.0776,543.89,East
ORD010240,2025-05-04,CUST01616,PROD0227,1,0.1153,1007.5,North
ORD010241,2023-02-19,CUST01753,PROD0034,7,0.045,1151.93,West
ORD010242,2025-02-02,CUST00467,PROD0053,4,0.0797,1742.14,West
ORD010243,2023-08-18,CUST01264,PROD0331,10,0.2366,1267.99,West
ORD010244,2024-05-22,CUST01222,PROD0477,7,0.2025,597.06,South
ORD010245,2023-03-25,CUST04840,PROD0097,2,0.1385,306.5,Central
ORD010246,2025-01-24,CUST04819,PROD0187,7,0.0382,1611.53,South
ORD010247,2024-06-12,CUST03092,PROD0326,7,0.1788,941.3,North
ORD010248,2024-12-28,CUST04678,PROD0443,14,0.0915,673.96,West
ORD010249,2024-01-16,CUST02865,PROD0490,12,0.1458,1580.52,West
ORD010250,2023-01-08,CUST01461,PROD0041,10,0.1257,1810.66,South
ORD010251,2024-09-28,CUST02612,PROD0420,13,0.2455,87.71,West
ORD010252,2025-02-04,CUST02731,PROD0059,9,0.2098,1565.85,East
ORD010253,2024-12-29,CUST01480,PROD0203,4,0.1017,305.96,South
ORD010254,2023-10-15,CUST02956,PROD0249,10,0.1477,602.99,East
ORD010255,2025-02-24,CUST04452,PROD0043,3,0.0528,347.09,South
ORD010256,2024-08-16,CUST04898,PROD0404,14,0.1567,636.65,West
ORD010257,2023-08-19,CUST04664,PROD0041,3,0.2479,1810.66,West
ORD010258,2023-05-03,CUST03116,PROD0373,6,0.183,1020.44,Central
ORD010259,2023-12-23,CUST03117,PROD0311,7,0.18,611.65,East
ORD010260,2023-01-26,CUST04249,PROD0114,11,0.1137,268.0,East
ORD010261,2025-02-23,CUST01561,PROD0346,8,0.1366,1425.69,South
ORD010262,2023-01-17,CUST00725,PROD0198,8,0.0512,793.05,West
ORD010263,2023-02-23,CUST00090,PROD0242,10,0.1304,952.55,South
ORD010264,2023-06-23,CUST02468,PROD0299,9,0.2271,1652.89,North
ORD010265,2023-12-24,CUST00725,PROD0225,-10,0.0292,1192.09,West
ORD010266,2023-01-22,CUST03821,PROD0152,4,0.0814,586.45,South
ORD010267,2024-11-21,CUST01050,PROD0008,2,0.0124,210.55,East
ORD010268,2023-05-26,CUST00210,PROD0081,12,0.0008,1326.95,North
ORD010269,2025-05-30,CUST01930,PROD0260,9,0.2196,1226.46,Central
ORD010270,2024-09-04,CUST02160,PROD0223,7,0.2091,92.4,North
ORD010271,2023-04-02,CUST02699,PROD0122,1,0.115,742.84,North
ORD010272,2024-03-14,CUST04726,PROD0234,8,0.1826,1804.08,West
ORD010273,2023-06-03,CUST02528,PROD0456,4,0.1537,1110.87,West
ORD010274,2025-12-10,CUST03902,PROD0111,12,0.1357,348.81,Central
ORD010275,2024-10-11,CUST03715,PROD0176,4,0.111,925.0,North
ORD010276,2025-06-05,CUST00696,PROD0186,3,0.023,807.79,South
ORD010277,2024-02-15,CUST01179,PROD0320,13,0.0889,512.95,South
ORD010278,2023-06-10,CUST02447,PROD0083,9,0.078,685.26,East
ORD010279,2023-09-15,CUST01554,PROD0403,1,0.0441,543.89,North
ORD010280,2024-04-01,CUST02299,PROD0258,1,0.2004,724.97,Central
ORD010281,2025-04-24,CUST01017,PROD0011,3,0.2093,915.91,North
ORD010282,2024-04-17,CUST00603,PROD0409,2,0.2369,1278.82,Central
ORD010283,2025-10-14,CUST01998,PROD0112,3,0.1111,361.4,South
ORD010284,2024-02-01,CUST01545,PROD0116,2,0.1841,629.52,South
ORD010285,2023-09-13,CUST02895,PROD0010,6,0.1668,1489.3,South
ORD010286,2024-06-27,CUST00904,PROD0458,11,0.1004,672.86,West
ORD010287,2023-05-02,CUST03155,PROD0458,13,0.2001,672.86,East
ORD010288,2025-01-04,CUST04942,PROD0060,5,0.055,1015.36,South
ORD010289,2023-04-21,CUST02201,PROD0406,10,0.0544,159.52,South
ORD010290,2024-12-03,CUST02524,PROD0482,14,0.0979,504.98,North
ORD010291,2024-02-24,CUST00384,PROD0495,9,0.1774,1467.91,North
ORD010292,2024-01-27,CUST00770,PROD0480,1,0.1091,1103.21,West
ORD010293,2024-10-31,CUST00156,PROD0287,3,0.2259,1459.09,North
ORD010294,2025-02-11,CUST02337,PROD0280,1,0.098,704.13,East
ORD010295,2025-10-15,CUST02485,PROD0081,3,0.2144,1326.95,South
ORD010296,2023-11-14,CUST00451,PROD0340,12,0.1501,966.05,North
ORD010297,2025-06-08,CUST02111,PROD0181,2,0.2355,687.5,Central
ORD010298,2025-07-04,CUST04209,PROD0392,8,0.0807,417.13,South
ORD010299,2025-12-27,CUST04326,PROD0237,3,0.0399,584.59,East
ORD010300,2025-11-22,CUST03197,PROD0099,11,0.2405,141.18,  east  
ORD010301,2025-05-16,CUST03786,PROD0236,1,0.2219,794.78,South
ORD010302,2023-11-20,CUST02605,PROD0166,12,0.1899,1041.77,Central
ORD010303,2025-01-31,CUST01613,PROD0018,11,0.1093,983.23,East
ORD010304,2025-05-10,CUST03650,PROD0164,11,0.0575,1513.65,East
ORD010305,2023-11-16,CUST04233,PROD0397,2,0.0453,608.44,East
ORD010306,2025-06-10,CUST01546,PROD0152,11,0.0283,586.45,West
ORD010307,2025-02-08,CUST02006,PROD0327,9,0.1303,1209.16,South
ORD010308,2024-06-21,CUST02036,PROD0149,5,0.206,363.06,East
ORD010309,2025-08-02,CUST03579,PROD0118,12,0.0287,992.9,East
ORD010310,2023-04-07,CUST00453,PROD0334,9,0.0353,1033.61,West
ORD010311,2025-01-19,CUST03726,PROD0174,2,0.1831,1491.84,Central
ORD010312,2025-05-11,CUST01208,PROD0191,7,0.201,1297.64,South
ORD010313,2023-02-14,CUST02298,PROD0248,3,0.0965,1301.77,North
ORD010314,2024-03-22,CUST00163,PROD0148,14,0.0902,961.58,North
ORD010315,2024-07-20,CUST04034,PROD0338,13,0.0268,1110.97,Central
ORD010316,2023-08-17,CUST00522,PROD0365,3,0.1301,940.45,South
ORD010317,2025-08-21,CUST01183,PROD0051,3,0.1555,1149.95,West
ORD010318,2024-11-17,CUST03272,PROD0404,4,0.1981,636.65,North
ORD010319,2023-10-29,CUST01677,PROD0363,7,0.2079,622.39,South
ORD010320,2024-04-23,CUST01129,PROD0070,7,0.0786,1364.33,East
ORD010321,2023-05-03,CUST02753,PROD0059,11,0.097,1565.85,Central
ORD010322,2023-04-06,CUST00034,PROD0239,3,0.1179,1289.67,East
ORD010323,2025-03-29,CUST01821,PROD0427,4,0.0807,1061.81,East
ORD010324,2025-12-14,CUST00979,PROD0152,10,0.0712,586.45,North
ORD010325,2023-10-31,CUST02774,PROD0236,12,0.0722,794.78,Central
ORD010326,2023-09-26,CUST01538,PROD0291,1,0.1917,1729.39,East
ORD010327,2025-01-19,CUST03339,PROD0143,9,0.2025,1382.91,South
ORD010328,2024-07-14,CUST00707,PROD0217,9,0.2329,997.37,Central
ORD010329,2023-06-02,CUST00394,PROD0085,3,0.1773,634.97,South
ORD010330,2025-01-01,CUST01066,PROD0291,9,0.0406,1729.39,West
ORD010331,2023-08-18,CUST04333,PROD0156,4,0.0393,347.31,South
ORD010332,2023-05-07,CUST04880,PROD0392,4,0.1142,417.13,South
ORD010333,2024-05-23,CUST00343,PROD0172,14,0.0219,1392.77,West
ORD010334,2025-03-21,CUST00121,PROD0205,3,0.1771,266.91,East
ORD010335,2024-07-25,CUST00806,PROD0242,3,0.0697,952.55,West
ORD010336,2024-12-11,CUST02825,PROD0250,6,0.1682,310.4,Central
ORD010337,2023-09-18,CUST04641,PROD0201,3,0.2429,1358.79,West
ORD010338,2024-06-25,CUST03920,PROD0154,3,0.0176,321.15,West
ORD010339,2025-02-20,CUST01238,PROD0182,4,0.214,955.97,East
ORD010340,2024-08-02,CUST04908,PROD0045,5,0.0827,455.95,West
ORD010341,2023-09-20,CUST01349,PROD0415,2,0.1705,1808.55,South
ORD010342,2025-11-12,CUST01793,PROD0120,14,0.1952,,West
ORD010343,2023-03-15,CUST04092,PROD0035,4,0.2004,362.42,East
ORD010344,2025-09-25,CUST01524,PROD0117,8,0.2082,421.88,South
ORD010345,2025-03-05,CUST03713,PROD0378,11,0.1234,716.51,West
ORD010346,2023-05-03,CUST02117,PROD0245,3,0.1475,1430.89,South
ORD010347,2023-10-07,CUST04172,PROD0327,1,0.2156,1209.16,East
ORD010348,2024-02-09,CUST03140,PROD0332,1,0.1776,164.49,South
ORD010349,2025-11-15,CUST04648,PROD0029,5,0.1864,230.56,East
ORD010350,2024-07-20,CUST02202,PROD0206,6,0.2105,734.12,South
ORD010351,2023-10-10,CUST01846,PROD0011,1,0.1967,915.91,  north  
ORD010352,2025-10-05,CUST01649,PROD0227,12,0.187,1007.5,Central
ORD010353,2023-05-10,CUST02722,PROD0045,2,0.088,,West
ORD010354,2025-06-13,CUST04561,PROD0268,3,0.2034,777.74,East
ORD010355,2025-06-29,CUST00806,PROD0300,14,0.1811,1463.35,West
ORD010356,2024-02-28,CUST02056,PROD0149,4,0.2027,363.06,South
ORD010357,2023-02-17,CUST01247,PROD0437,2,0.1725,1122.91,Central
ORD010358,2025-08-29,CUST00931,PROD0402,7,0.0959,553.8,Central
ORD010359,2025-11-26,CUST03406,PROD0158,14,0.2012,1443.22,West
ORD010360,2024-02-19,CUST04981,PROD0237,1,0.1493,584.59,South
ORD010361,2023-07-23,CUST04953,PROD0065,9,0.1436,848.58,West
ORD010362,2023-10-25,CUST02831,PROD0230,9,0.1626,1589.42,Central
ORD010363,2023-05-30,CUST00025,PROD0254,13,0.1376,279.11,East
ORD010364,2024-10-30,CUST04254,PROD0277,9,0.0651,1104.39,West
ORD010365,2024-07-22,CUST03529,PROD0041,13,0.1733,1810.66,West
ORD010366,2024-01-26,CUST01605,PROD0183,7,0.1924,1360.66,West
ORD010367,2024-12-14,CUST04384,PROD0109,4,0.2201,1418.94,Central
ORD010368,2024-11-13,CUST01158,PROD0050,3,0.0208,742.74,North
ORD010369,2023-01-13,CUST02998,PROD0345,6,0.167,429.05,South
ORD010370,2024-03-25,CUST00951,PROD0220,6,0.2125,1039.57,South
ORD010371,2025-08-04,CUST02521,PROD0137,2,0.0367,1806.6,North
ORD010372,2025-05-22,CUST03777,PROD0403,14,0.037,543.89,South
ORD010373,2025-07-25,CUST03596,PROD0290,10,0.0276,280.0,West
ORD010374,2025-11-11,CUST04834,PROD0495,2,0.2367,1467.91,West
ORD010375,2023-03-09,CUST03777,PROD0447,14,0.1858,1731.64,South
ORD010376,2023-10-24,CUST04708,PROD0413,8,0.0519,1227.42,Central
ORD010377,2024-05-18,CUST04417,PROD0272,12,0.1348,466.09,South
ORD010378,2024-07-12,CUST03536,PROD0131,9,0.1282,268.77,South
ORD010379,2025-05-11,CUST01775,PROD0369,11,0.2029,1179.73,East
ORD010380,2025-03-04,CUST03615,PROD0111,7,0.1479,348.81,North
ORD010381,2025-02-13,CUST00205,PROD0440,2,0.1075,1707.49,North
ORD010382,2023-06-23,CUST01325,PROD0430,7,0.1216,731.37,East
ORD010383,2025-01-12,CUST02356,PROD0490,7,0.1779,1580.52,South
ORD010384,2025-05-22,CUST01877,PROD0335,-12,0.1998,437.01,North
ORD010385,2025-04-04,CUST01423,PROD0063,12,0.2137,1081.2,East
ORD010386,2024-09-30,CUST00332,PROD0355,6,0.034,1369.33,West
ORD010387,2023-04-07,CUST04544,PROD0099,-7,0.0446,141.18,East
ORD010388,2023-06-14,CUST02815,PROD0116,1,0.1103,629.52,East
ORD010389,2025-03-25,CUST02200,PROD0066,4,0.1202,647.49,West
ORD010390,2025-08-09,CUST04793,PROD0128,11,0.0844,138.58,North
ORD010391,2025-06-23,CUST03802,PROD0284,8,0.0194,337.2,South
ORD010392,2024-04-12,CUST03322,PROD0251,1,0.0272,522.17,East
ORD010393,2024-10-05,CUST02047,PROD0196,8,0.0855,248.16,South
ORD010394,2023-07-13,CUST02161,PROD0165,7,0.0212,472.17,East
ORD010395,2024-10-10,CUST02091,PROD0321,4,0.0401,1367.23,South
ORD010396,2023-08-03,CUST01530,PROD0186,9,0.0015,807.79,North
ORD010397,2025-05-21,CUST04698,PROD0006,14,0.25,941.38,South
ORD010398,2025-05-10,CUST02470,PROD0497,1,0.2284,431.07,East
ORD010399,2023-02-26,CUST02379,PROD0108,12,0.2202,1414.75,South
ORD010400,2025-10-22,CUST01729,PROD0189,2,0.0762,661.53,West
ORD010401,2025-05-22,CUST01937,PROD0093,10,0.035,1079.75,Central
ORD010402,2024-02-19,CUST04625,PROD0430,4,0.0582,731.37,West
ORD010403,2024-05-09,CUST03947,PROD0388,12,0.0769,1480.83,North
ORD010404,2023-03-28,CUST03549,PROD0406,14,0.0831,159.52,West
ORD010405,2025-10-23,CUST03293,PROD0273,13,0.2017,872.08,South
ORD010406,2023-04-21,CUST01304,PROD0251,3,0.2275,522.17,North
ORD010407,2025-10-07,CUST00671,PROD0164,14,0.0913,1513.65,East
ORD010408,2024-12-18,CUST02179,PROD0473,13,0.1404,1061.79,Central
ORD010409,2025-10-03,CUST03188,PROD0392,6,0.0768,417.13,South
ORD010410,2024-02-11,CUST00064,PROD0197,13,0.0013,562.07,North
ORD010411,2025-09-08,CUST00020,PROD0091,9,0.1392,167.55,South
ORD010412,2024-04-12,CUST00110,PROD0216,13,0.176,393.54,West
ORD010413,2024-01-19,CUST00100,PROD0008,14,0.2142,210.55,West
ORD010414,2024-01-05,CUST02227,PROD0092,6,0.102,1084.18,North
ORD010415,2025-11-09,CUST02528,PROD0180,12,0.0248,742.94,West
ORD010416,2024-05-25,CUST02184,PROD0313,5,0.227,533.69,South
ORD010417,2024-06-08,CUST00481,PROD0031,13,0.185,1026.83,North
ORD010418,2024-12-06,CUST00060,PROD0143,9,0.042,1382.91,North
ORD010419,2024-09-01,CUST03124,PROD0145,2,0.0545,813.93,North
ORD010420,2024-08-16,CUST01835,PROD0223,12,0.2425,92.4,South
ORD010421,2024-02-20,CUST00617,PROD0076,7,,964.77,South
ORD010422,2023-06-30,CUST01360,PROD0429,13,0.2075,1070.27,South
ORD010423,2025-12-26,CUST01272,PROD0329,2,0.105,1153.03,South
ORD010424,2024-06-22,CUST01399,PROD0394,8,0.0143,727.08,East
ORD010425,2025-12-01,CUST00765,PROD0471,4,0.0917,837.25,South
ORD010426,2024-05-19,CUST01684,PROD0054,11,0.1091,110.32,West
ORD010427,2024-10-18,CUST00811,PROD0113,9,0.0873,1076.57,East
ORD010428,2024-08-21,CUST02990,PROD0377,13,0.2411,504.91,West
ORD010429,2025-11-24,CUST02031,PROD0284,6,0.1884,337.2,North
ORD010430,2023-05-02,CUST03623,PROD0321,9,0.2272,1367.23,North
ORD010431,2024-07-21,CUST03879,PROD0486,6,0.1978,402.02,North
ORD010432,2023-06-18,CUST01959,PROD0373,8,0.056,1020.44,South
ORD010433,2025-08-09,CUST04443,PROD0025,5,0.2069,1200.06,West
ORD010434,2024-08-04,CUST04909,PROD0018,4,0.0698,983.23,South
ORD010435,2025-10-08,CUST02236,PROD0018,12,0.101,983.23,West
ORD010436,2023-10-29,CUST02910,PROD0294,12,0.13,1548.99,South
ORD010437,2023-06-28,CUST02233,PROD0225,13,0.2204,1192.09,North
ORD010438,2024-11-20,CUST03467,PROD0055,14,0.2237,1088.34,South
ORD010439,2023-06-09,CUST00550,PROD0060,3,0.1114,1015.36,South
ORD010440,2024-02-13,CUST02263,PROD0347,14,0.0149,1262.6,East
ORD010441,2023-12-10,CUST02471,PROD0049,13,0.1621,830.24,North
ORD010442,2023-08-30,CUST04698,PROD0035,-3,0.0303,362.42,South
ORD010443,2023-05-24,CUST04199,PROD0117,14,0.0803,421.88,South
ORD010444,2024-12-20,CUST02694,PROD0056,12,0.0906,1622.08,South
ORD010445,2025-04-10,CUST02855,PROD0480,4,0.2448,,South
ORD010446,2024-03-07,CUST03725,PROD0080,3,0.239,225.42,East
ORD010447,2023-11-05,CUST00322,PROD0439,10,0.0202,716.4,East
ORD010448,2023-06-22,CUST02604,PROD0300,13,0.2131,1463.35,East
ORD010449,2025-01-12,CUST02401,PROD0461,2,0.2188,391.09,East
ORD010450,2025-06-05,CUST04337,PROD0242,11,0.1223,952.55,  south  
ORD010451,2024-08-23,CUST03616,PROD0192,2,0.0755,652.12,East
ORD010452,2024-04-18,CUST03825,PROD0306,13,0.0493,976.07,West
ORD010453,2024-12-11,CUST00394,PROD0057,13,0.1159,551.2,South
ORD010454,2025-09-29,CUST04126,PROD0187,1,0.1933,1611.53,Central
ORD010455,2025-12-20,CUST03389,PROD0185,6,0.1197,840.34,South
ORD010456,2023-07-31,CUST00316,PROD0329,5,0.186,1153.03,South
ORD010457,2024-06-06,CUST03218,PROD0002,6,0.0793,109.46,East
ORD010458,2025-08-18,CUST02862,PROD0200,13,0.1046,1032.16,  north  
ORD010459,2024-11-24,CUST00668,PROD0472,12,0.033,1262.72,Central
ORD010460,2025-06-13,CUST02615,PROD0242,4,0.0437,952.55,South
ORD010461,2025-12-27,CUST04166,PROD0480,10,0.0146,1103.21,South
ORD010462,2023-04-24,CUST01949,PROD0447,5,,1731.64,West
ORD010463,2024-11-02,CUST01334,PROD0271,10,0.0732,106.7,South
ORD010464,2024-08-05,CUST01389,PROD0148,4,0.2247,961.58,Central
ORD010465,2023-11-09,CUST03591,PROD0496,4,0.1989,1199.64,East
ORD010466,2024-12-17,CUST04088,PROD0336,5,0.2048,138.05,West
ORD010467,2023-04-24,CUST03913,PROD0285,2,0.1952,1843.69,East
ORD010468,2024-06-27,CUST01448,PROD0081,10,0.0032,1326.95,South
ORD010469,2024-03-30,CUST02188,PROD0193,12,0.0908,187.01,South
ORD010470,2024-03-03,CUST02837,PROD0386,12,0.1484,353.83,South
ORD010471,2024-11-04,CUST03501,PROD0183,2,0.0182,1360.66,North
